user_email,recipient,cc,company_name,ref_id,status
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,FAILED
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,FAILED
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,FAILED
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,FAILED
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,FAILED
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,FAILED
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,FAILED
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,ckk2k6@gmail.com,TESTCOMPANY,TEST123,FAILED
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,romaxavier18@gmail.com,ABC123,ABCXYZ123,SUCCESS

info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,romaxavier18@gmail.com,ABC123,ABCXYZ123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,romaxavier18@gmail.com,ABC123,ABCXYZ123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,romaxavier18@gmail.com,ABC123,ABCXYZ123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,romaxavier18@gmail.com,ABC123,ABCXYZ123,SUCCESS
info.sanctumdigitalsolutions@gmail.com,ckk2k6@gmail.com,romaxavier18@gmail.com,ABC123999,ABCXYZ1239,SUCCESS
